CodigoLoja;Produto;CategoriaProduto;Preco;Frete;DataCompra;Vendedor;LocalCompra;AvaliacaoCompra;TipoPagamento;QuantidadeParcelas;lat;lon
1;Headset;eletronicos;324,62;14,87;2021-04-08;Pedro Gomes;RS;5.0;cartao_credito;2;-30.17;-53.5
1;Fogão;eletrodomesticos;638,18;35,38;2023-01-28;Bruno Rodrigues;SP;5.0;cartao_credito;1;-22.19;-48.79
1;Boneca bebê;brinquedos;77,10;1,69;2023-02-24;Lucas Oliveira;BA;5.0;cartao_credito;6;-13.29;-41.71
1;Corda de pular;esporte e lazer;32,95;10,85;2022-10-13;Rafael Costa;SP;5.0;cartao_credito;6;-22.19;-48.79
1;Boneca bebê;brinquedos;58,73;3,66;2021-04-03;Thiago Silva;RJ;5.0;cartao_credito;3;-22.25;-42.66
1;Smart TV;eletronicos;2.303,34;124,05;2021-04-22;Felipe Santos;MG;5.0;cupom;1;-18.1;-44.38
1;Impressora;eletronicos;472,77;25,46;2022-12-31;Camila Ribeiro;MT;4.0;cartao_credito;3;-12.64;-55.42
1;Iniciando em programação;livros;82,94;4,95;2020-04-19;Mariana Ferreira;MG;5.0;boleto;1;-18.1;-44.38
1;Cubo mágico 8x8;brinquedos;14,43;0,00;2020-01-31;Juliana Costa;MG;4.0;cartao_credito;1;-18.1;-44.38
1;Smart TV;eletronicos;2.012,13;107,83;2022-12-07;João Souza;RJ;4.0;cartao_credito;1;-22.25;-42.66
1;Celular ABXY;eletronicos;1.123,14;60,69;2021-10-14;Isabella Pereira;RJ;1.0;boleto;1;-22.25;-42.66
1;Cama box;moveis;778,74;39,05;2020-12-11;Mariana Ferreira;RJ;5.0;cartao_credito;10;-22.25;-42.66
1;Violão;instrumentos musicais;290,85;16,38;2021-11-05;Camila Ribeiro;MG;5.0;boleto;1;-18.1;-44.38
1;Tablet ABXY;eletronicos;1.400,06;75,44;2022-09-25;Felipe Santos;SP;3.0;cartao_debito;1;-22.19;-48.79
1;Xadrez de madeira;brinquedos;48,01;2,85;2022-10-23;Beatriz Moraes;SP;5.0;cartao_credito;1;-22.19;-48.79
1;Iniciando em programação;livros;76,05;4,58;2021-02-07;Larissa Alves;SP;4.0;cartao_credito;1;-22.19;-48.79
1;Guarda roupas;moveis;657,60;32,60;2021-08-07;Mariana Ferreira;SP;2.0;boleto;1;-22.19;-48.79
1;Guitarra;instrumentos musicais;930,50;55,93;2022-08-11;João Souza;SP;5.0;cartao_credito;1;-22.19;-48.79
1;Bola de vôlei;esporte e lazer;75,02;1,58;2021-12-17;Beatriz Moraes;PR;5.0;boleto;1;-24.89;-51.55
1;Cômoda;moveis;357,51;19,32;2021-09-19;Bianca Santos;RS;5.0;boleto;1;-30.17;-53.5
1;Fogão;eletrodomesticos;652,69;35,64;2021-11-29;Rafael Costa;MT;5.0;cartao_credito;7;-12.64;-55.42
1;Pandeiro;instrumentos musicais;109,31;12,20;2020-04-24;Camila Ribeiro;PR;1.0;cupom;1;-24.89;-51.55
1;Guitarra;instrumentos musicais;1.002,20;63,22;2020-03-21;Bianca Santos;MG;5.0;cartao_credito;2;-18.1;-44.38
1;Bola de basquete;esporte e lazer;64,28;1,01;2022-05-10;Bianca Santos;SP;5.0;boleto;1;-22.19;-48.79
1;Violão;instrumentos musicais;283,36;15,37;2022-11-16;Pedro Gomes;SP;5.0;cartao_credito;10;-22.19;-48.79
1;Bola de basquete;esporte e lazer;56,72;3,55;2021-10-12;João Souza;SP;5.0;cartao_credito;6;-22.19;-48.79
1;Fogão;eletrodomesticos;711,96;35,49;2021-02-23;Lucas Oliveira;GO;5.0;boleto;1;-15.98;-49.86
1;Guarda roupas;moveis;657,90;35,92;2021-06-13;Pedro Gomes;ES;5.0;cartao_credito;6;-19.19;-40.34
1;Cama box;moveis;483,99;23,36;2020-05-07;Rafael Costa;SP;5.0;boleto;1;-22.19;-48.79
1;Mesa de jantar;moveis;411,91;19,52;2021-11-09;Thiago Silva;SP;5.0;cartao_credito;2;-22.19;-48.79
1;Ciência de dados com python;livros;62,93;0,00;2022-03-08;Mariana Ferreira;SP;5.0;cartao_credito;5;-22.19;-48.79
1;Poltrona;moveis;277,82;16,45;2021-08-27;Thiago Silva;SP;5.0;cartao_credito;3;-22.19;-48.79
1;Poltrona;moveis;350,46;16,25;2020-07-31;Bianca Santos;RS;5.0;cartao_credito;3;-30.17;-53.5
1;Pandeiro;instrumentos musicais;41,76;0,00;2021-04-26;Bianca Santos;BA;3.0;cartao_credito;4;-13.29;-41.71
1;Faqueiro;utilidades domesticas;59,41;0,00;2022-05-11;Isabella Pereira;SP;5.0;cartao_debito;1;-22.19;-48.79
1;Bateria;instrumentos musicais;1.042,85;53,11;2021-07-17;Mariana Ferreira;SP;5.0;boleto;1;-22.19;-48.79
1;Jogo de panelas;utilidades domesticas;177,78;7,05;2023-01-17;Bruno Rodrigues;PR;5.0;boleto;1;-24.89;-51.55
1;Jogo de panelas;utilidades domesticas;278,46;17,99;2022-01-29;Camila Ribeiro;DF;5.0;cartao_credito;2;-15.83;-47.86
1;Jogo de panelas;utilidades domesticas;175,95;10,77;2022-07-20;Pedro Gomes;SP;5.0;boleto;1;-22.19;-48.79
1;Xadrez de madeira;brinquedos;32,87;2,28;2021-06-25;Bianca Santos;SP;3.0;cartao_credito;2;-22.19;-48.79
1;Jogo de tabuleiro;brinquedos;327,70;18,39;2021-03-06;Pedro Gomes;RS;5.0;cartao_credito;4;-30.17;-53.5
1;Pandeiro;instrumentos musicais;70,23;4,02;2021-01-20;João Souza;RJ;1.0;cartao_credito;1;-22.25;-42.66
1;Bola de vôlei;esporte e lazer;77,41;4,40;2020-03-24;Juliana Costa;MG;5.0;cartao_credito;6;-18.1;-44.38
1;Mesa de centro;moveis;277,78;12,38;2022-09-13;Mariana Ferreira;SP;4.0;cartao_credito;3;-22.19;-48.79
1;Modelagem preditiva;livros;102,25;8,61;2020-07-26;Camila Ribeiro;MG;5.0;cartao_credito;1;-18.1;-44.38
1;Violão;instrumentos musicais;476,63;28,54;2021-02-04;Rafael Costa;MG;5.0;cartao_credito;3;-18.1;-44.38
1;Sofá retrátil;moveis;866,97;43,75;2020-10-19;Larissa Alves;SP;1.0;cartao_credito;6;-22.19;-48.79
1;Boneca bebê;brinquedos;61,00;0,00;2022-12-05;Juliana Costa;RS;1.0;cupom;1;-30.17;-53.5
1;Impressora;eletronicos;465,81;22,39;2021-11-17;Lucas Oliveira;RS;5.0;cartao_credito;1;-30.17;-53.5
1;Jogo de copos;utilidades domesticas;48,50;2,87;2022-10-23;Thiago Silva;SP;1.0;cartao_credito;4;-22.19;-48.79
1;Copo térmico;esporte e lazer;83,46;4,97;2022-08-07;Bruno Rodrigues;SP;3.0;boleto;1;-22.19;-48.79
1;Pandeiro;instrumentos musicais;94,22;2,60;2021-09-20;Thiago Silva;SP;4.0;cartao_credito;5;-22.19;-48.79
1;Mochila;esporte e lazer;128,85;4,45;2021-08-05;Larissa Alves;RJ;3.0;boleto;1;-22.25;-42.66
1;Guarda roupas;moveis;627,78;37,91;2020-12-16;Camila Ribeiro;SP;4.0;cartao_credito;1;-22.19;-48.79
1;Cadeira de escritório;moveis;496,55;24,02;2021-03-26;Thiago Silva;SC;4.0;cartao_credito;5;-27.45;-50.95
1;Headset;eletronicos;316,82;14,45;2021-12-28;Isabella Pereira;RJ;4.0;boleto;1;-22.25;-42.66
1;Dashboards com Power BI;livros;59,19;3,68;2020-11-06;Larissa Alves;RS;5.0;cartao_credito;1;-30.17;-53.5
1;Violão;instrumentos musicais;254,63;11,14;2023-02-06;Lucas Oliveira;SP;5.0;cartao_credito;6;-22.19;-48.79
1;Guarda roupas;moveis;693,30;37,44;2021-03-16;Lucas Oliveira;RJ;3.0;cupom;1;-22.25;-42.66
1;Geladeira;eletrodomesticos;2.556,10;136,39;2021-08-12;Larissa Alves;SP;5.0;cartao_credito;2;-22.19;-48.79
1;Bicicleta;esporte e lazer;764,41;41,39;2022-02-25;Lucas Oliveira;SP;5.0;cartao_credito;2;-22.19;-48.79
1;Impressora;eletronicos;385,29;23,68;2021-03-03;Larissa Alves;SP;5.0;cartao_credito;3;-22.19;-48.79
1;Mesa de jantar;moveis;456,08;21,87;2020-08-07;Pedro Gomes;RS;3.0;cartao_credito;8;-30.17;-53.5
1;Jogo de copos;utilidades domesticas;36,63;0,00;2021-10-10;Larissa Alves;MG;1.0;cartao_credito;3;-18.1;-44.38
1;Lava louças;eletrodomesticos;1.997,95;106,67;2020-08-30;Thiago Silva;DF;5.0;cartao_credito;2;-15.83;-47.86
1;Smartwatch;eletronicos;189,37;10,97;2020-03-10;Camila Ribeiro;SP;4.0;boleto;1;-22.19;-48.79
1;Fone de ouvido;eletronicos;61,50;0,00;2021-11-22;Felipe Santos;MG;5.0;boleto;1;-18.1;-44.38
1;Cômoda;moveis;350,50;16,25;2021-11-13;Thiago Silva;PR;5.0;cartao_credito;1;-24.89;-51.55
1;Modelagem preditiva;livros;85,17;5,22;2022-03-25;Camila Ribeiro;SP;4.0;cartao_credito;3;-22.19;-48.79
1;Bola de vôlei;esporte e lazer;59,53;6,33;2022-01-31;Pedro Gomes;BA;1.0;cupom;1;-13.29;-41.71
1;Fone de ouvido;eletronicos;173,76;9,54;2021-10-20;Juliana Costa;SP;5.0;boleto;1;-22.19;-48.79
1;Jogo de copos;utilidades domesticas;49,22;3,31;2021-06-13;Larissa Alves;GO;5.0;boleto;1;-15.98;-49.86
1;Corda de pular;esporte e lazer;25,71;10,46;2020-02-27;Pedro Gomes;SC;4.0;cartao_credito;10;-27.45;-50.95
1;Faqueiro;utilidades domesticas;47,55;0,00;2022-04-30;Rafael Costa;SP;5.0;cartao_credito;2;-22.19;-48.79
1;Ciência de dados com python;livros;64,18;10,97;2020-04-06;Pedro Gomes;SP;5.0;cartao_credito;8;-22.19;-48.79
1;Smart TV;eletronicos;1.979,75;103,00;2020-02-17;Pedro Gomes;SP;5.0;cartao_credito;6;-22.19;-48.79
1;Bateria;instrumentos musicais;960,58;51,44;2021-06-26;Felipe Santos;SP;5.0;cartao_credito;2;-22.19;-48.79
1;Guitarra;instrumentos musicais;1.123,16;57,39;2022-02-24;Pedro Gomes;SP;5.0;cartao_credito;3;-22.19;-48.79
1;Fone de ouvido;eletronicos;180,46;9,89;2022-11-21;Bruno Rodrigues;SP;5.0;cartao_credito;1;-22.19;-48.79
1;TV Led UHD 4K;eletronicos;3.157,95;169,55;2021-09-23;João Souza;SP;1.0;cartao_credito;10;-22.19;-48.79
1;Bola de vôlei;esporte e lazer;74,70;1,56;2021-10-24;Thiago Silva;PR;5.0;boleto;1;-24.89;-51.55
1;Mochila;esporte e lazer;139,46;5,01;2022-06-28;Felipe Santos;SP;4.0;cartao_credito;3;-22.19;-48.79
1;Cama king;moveis;883,74;47,34;2020-11-09;Larissa Alves;RS;5.0;cartao_credito;3;-30.17;-53.5
1;Bicicleta;esporte e lazer;901,92;48,31;2023-02-04;Pedro Gomes;SP;1.0;cartao_credito;10;-22.19;-48.79
1;Secadora de roupas;eletrodomesticos;1.016,19;54,64;2020-03-20;Bruno Rodrigues;SP;5.0;cartao_credito;4;-22.19;-48.79
1;Jogo de copos;utilidades domesticas;52,81;3,10;2021-09-30;Felipe Santos;ES;2.0;boleto;1;-19.19;-40.34
1;Bateria;instrumentos musicais;723,80;41,70;2022-03-17;Bianca Santos;MS;5.0;cartao_credito;2;-20.51;-54.54
1;Secadora de roupas;eletrodomesticos;1.058,88;57,27;2021-01-06;João Souza;PA;1.0;cartao_credito;2;-3.79;-52.48
1;Jogo de copos;utilidades domesticas;56,80;3,31;2020-12-01;Bianca Santos;RJ;1.0;cartao_credito;6;-22.25;-42.66
1;Tablet ABXY;eletronicos;1.845,47;99,21;2022-01-25;Camila Ribeiro;MG;5.0;cartao_credito;3;-18.1;-44.38
1;Modelagem preditiva;livros;85,82;2,15;2022-02-26;Lucas Oliveira;SP;2.0;cartao_credito;2;-22.19;-48.79
1;Headset;eletronicos;127,42;4,37;2022-12-24;Isabella Pereira;MG;5.0;cartao_credito;1;-18.1;-44.38
1;Copo térmico;esporte e lazer;63,51;3,66;2022-01-10;Camila Ribeiro;SP;5.0;cartao_credito;1;-22.19;-48.79
1;Fone de ouvido;eletronicos;158,02;6,00;2021-04-11;Beatriz Moraes;SP;1.0;cartao_credito;6;-22.19;-48.79
1;Copo térmico;esporte e lazer;35,91;2,44;2021-10-29;Beatriz Moraes;MG;5.0;boleto;1;-18.1;-44.38
1;Mesa de centro;moveis;263,29;23,11;2020-09-14;Lucas Oliveira;AL;5.0;boleto;1;-9.62;-36.82
1;Secadora de roupas;eletrodomesticos;1.736,83;93,37;2021-12-25;João Souza;SP;1.0;cartao_credito;3;-22.19;-48.79
1;Mesa de centro;moveis;209,26;12,03;2020-03-08;Beatriz Moraes;ES;4.0;boleto;1;-19.19;-40.34
1;Boneca bebê;brinquedos;66,77;4,09;2021-03-15;Mariana Ferreira;RJ;1.0;cupom;1;-22.25;-42.66
1;TV Led UHD 4K;eletronicos;3.449,89;184,58;2021-11-12;Beatriz Moraes;SP;5.0;boleto;1;-22.19;-48.79
1;Blocos de montar;brinquedos;34,59;0,00;2022-02-16;Lucas Oliveira;SP;5.0;cartao_credito;10;-22.19;-48.79
1;Lava louças;eletrodomesticos;1.793,54;96,39;2020-09-05;João Souza;SP;4.0;cartao_credito;3;-22.19;-48.79
1;Lava louças;eletrodomesticos;1.993,67;103,74;2021-06-04;Larissa Alves;SP;4.0;cartao_credito;1;-22.19;-48.79
1;Secadora de roupas;eletrodomesticos;1.787,09;95,69;2022-02-13;João Souza;RS;2.0;cartao_credito;6;-30.17;-53.5
1;Bicicleta;esporte e lazer;688,80;44,48;2021-07-25;Thiago Silva;AL;4.0;cartao_credito;3;-9.62;-36.82
1;Cama king;moveis;641,21;31,73;2022-10-14;Isabella Pereira;ES;4.0;boleto;1;-19.19;-40.34
1;Carrinho controle remoto;brinquedos;82,21;1,96;2020-12-21;Pedro Gomes;SP;3.0;cartao_credito;1;-22.19;-48.79
1;Kit banquetas;moveis;376,83;20,60;2022-08-24;Rafael Costa;BA;5.0;boleto;1;-13.29;-41.71
1;Cômoda;moveis;392,89;21,20;2022-09-11;Juliana Costa;SP;1.0;cartao_credito;2;-22.19;-48.79
1;Lavadora de roupas;eletrodomesticos;1.920,01;99,82;2020-01-01;Juliana Costa;ES;5.0;cartao_credito;2;-19.19;-40.34
1;Smartwatch;eletronicos;264,88;11,69;2022-04-07;Thiago Silva;MG;4.0;cartao_credito;3;-18.1;-44.38
1;Jogo de copos;utilidades domesticas;40,73;0,00;2021-10-04;Bruno Rodrigues;RJ;5.0;boleto;1;-22.25;-42.66
1;Jogo de panelas;utilidades domesticas;271,28;12,03;2020-04-11;Camila Ribeiro;DF;1.0;cartao_credito;1;-15.83;-47.86
1;Micro-ondas;eletrodomesticos;724,30;38,85;2021-05-08;João Souza;SP;5.0;cartao_credito;9;-22.19;-48.79
1;Corda de pular;esporte e lazer;23,72;1,79;2022-03-12;Isabella Pereira;RS;4.0;cartao_credito;1;-30.17;-53.5
1;Lava louças;eletrodomesticos;1.735,93;90,02;2020-09-07;Rafael Costa;MT;1.0;cartao_credito;2;-12.64;-55.42
1;Faqueiro;utilidades domesticas;47,22;3,20;2020-06-12;Lucas Oliveira;SP;4.0;cupom;1;-22.19;-48.79
1;Geladeira;eletrodomesticos;3.212,11;171,57;2020-02-19;Isabella Pereira;RJ;5.0;cartao_credito;1;-22.25;-42.66
1;Pandeiro;instrumentos musicais;57,44;0,00;2022-04-22;Thiago Silva;SP;5.0;cartao_credito;9;-22.19;-48.79
1;Iniciando em programação;livros;51,88;0,00;2021-03-16;Beatriz Moraes;MG;5.0;boleto;1;-18.1;-44.38
1;Impressora;eletronicos;354,92;19,18;2022-01-07;Larissa Alves;TO;3.0;cartao_credito;4;-9.46;-48.26
1;Tablet ABXY;eletronicos;2.264,70;118,17;2020-05-14;Rafael Costa;SP;5.0;boleto;1;-22.19;-48.79
1;Lavadora de roupas;eletrodomesticos;1.640,74;84,95;2023-01-29;Rafael Costa;SP;5.0;cartao_credito;2;-22.19;-48.79
1;Bicicleta;esporte e lazer;746,37;37,33;2021-09-12;Felipe Santos;SP;1.0;boleto;1;-22.19;-48.79
1;Kit banquetas;moveis;339,99;21,27;2020-09-25;Thiago Silva;SP;5.0;boleto;1;-22.19;-48.79
1;Blocos de montar;brinquedos;38,22;2,32;2021-10-31;Bianca Santos;SP;5.0;boleto;1;-22.19;-48.79
1;Sofá retrátil;moveis;952,25;48,29;2023-02-27;Thiago Silva;PE;5.0;cartao_credito;1;-8.38;-37.86
1;Lava louças;eletrodomesticos;1.304,52;67,05;2021-08-01;Beatriz Moraes;RS;5.0;cartao_credito;5;-30.17;-53.5
1;Impressora;eletronicos;456,91;25,02;2021-03-20;João Souza;SP;5.0;boleto;1;-22.19;-48.79
1;Cadeira de escritório;moveis;468,00;28,08;2020-01-02;Bruno Rodrigues;SP;4.0;cartao_credito;2;-22.19;-48.79
1;Fogão;eletrodomesticos;1.273,07;68,07;2020-07-21;João Souza;RJ;5.0;cartao_credito;10;-22.25;-42.66
1;Cubo mágico 8x8;brinquedos;24,50;0,00;2022-09-23;Pedro Gomes;RJ;5.0;cupom;1;-22.25;-42.66
1;Guarda roupas;moveis;687,16;34,17;2020-03-21;Bruno Rodrigues;SP;5.0;cartao_credito;1;-22.19;-48.79
1;Carrinho controle remoto;brinquedos;72,91;5,28;2022-09-26;Mariana Ferreira;SP;4.0;cartao_credito;1;-22.19;-48.79
1;Mesa de jantar;moveis;305,53;13,85;2021-06-30;Felipe Santos;MG;4.0;cartao_credito;4;-18.1;-44.38
1;Mesa de centro;moveis;231,17;13,20;2021-01-16;Juliana Costa;AP;2.0;cartao_credito;4;1.41;-51.77
1;Kit banquetas;moveis;452,48;21,68;2021-09-20;Lucas Oliveira;SP;4.0;boleto;1;-22.19;-48.79
1;Sofá retrátil;moveis;806,80;43,49;2020-04-30;Rafael Costa;MG;5.0;boleto;1;-18.1;-44.38
1;Blocos de montar;brinquedos;36,84;0,00;2022-01-01;Pedro Gomes;SP;4.0;boleto;1;-22.19;-48.79
1;Guarda roupas;moveis;690,42;37,65;2021-11-12;Pedro Gomes;GO;4.0;cartao_credito;1;-15.98;-49.86
1;Cômoda;moveis;325,91;17,64;2022-03-17;Bianca Santos;SP;5.0;cupom;1;-22.19;-48.79
1;Bola de basquete;esporte e lazer;86,63;4,90;2021-06-19;Thiago Silva;MT;4.0;cartao_credito;2;-12.64;-55.42
1;Iniciando em programação;livros;81,41;10,71;2022-09-30;Thiago Silva;ES;1.0;cartao_credito;10;-19.19;-40.34
1;Iniciando em programação;livros;79,03;5,15;2022-12-16;Camila Ribeiro;SP;4.0;cartao_credito;3;-22.19;-48.79
1;Ciência de dados com python;livros;55,22;0,00;2023-01-09;Bruno Rodrigues;MG;4.0;cartao_credito;3;-18.1;-44.38
1;Pandeiro;instrumentos musicais;58,72;3,42;2021-06-07;Isabella Pereira;SP;5.0;cartao_credito;4;-22.19;-48.79
1;Pandeiro;instrumentos musicais;123,94;4,18;2022-02-28;Pedro Gomes;SP;5.0;cartao_credito;1;-22.19;-48.79
1;Tablet ABXY;eletronicos;1.439,11;86,21;2020-11-04;Bianca Santos;RJ;3.0;cartao_credito;2;-22.25;-42.66
1;Headset;eletronicos;111,79;6,84;2022-05-22;Thiago Silva;SC;1.0;cartao_credito;1;-27.45;-50.95
1;Fogão;eletrodomesticos;1.050,74;53,53;2022-06-25;Thiago Silva;SP;4.0;cartao_credito;1;-22.19;-48.79
1;Poltrona;moveis;388,05;21,19;2021-05-21;Bianca Santos;DF;1.0;cartao_credito;10;-15.83;-47.86
1;Jogo de tabuleiro;brinquedos;176,08;9,91;2022-05-06;Pedro Gomes;RS;4.0;cartao_credito;2;-30.17;-53.5
1;Jogo de copos;utilidades domesticas;34,59;2,12;2020-02-28;Thiago Silva;RJ;5.0;cartao_credito;7;-22.25;-42.66
1;Fone de ouvido;eletronicos;158,78;9,14;2023-03-15;Bruno Rodrigues;RJ;4.0;cartao_credito;7;-22.25;-42.66
1;Smart TV;eletronicos;1.708,94;97,24;2022-03-13;Thiago Silva;RJ;2.0;cartao_credito;5;-22.25;-42.66
1;Corda de pular;esporte e lazer;12,97;1,22;2021-04-28;Juliana Costa;MG;1.0;cartao_credito;1;-18.1;-44.38
1;Cubo mágico 8x8;brinquedos;27,07;0,00;2022-12-04;Mariana Ferreira;SP;5.0;cartao_credito;4;-22.19;-48.79
1;Sofá retrátil;moveis;968,79;52,12;2020-08-10;Isabella Pereira;SP;3.0;cartao_credito;6;-22.19;-48.79
1;Carrinho controle remoto;brinquedos;85,69;2,15;2021-12-08;Lucas Oliveira;SP;5.0;cartao_credito;1;-22.19;-48.79
1;Modelagem preditiva;livros;101,31;5,68;2021-01-15;João Souza;MG;3.0;boleto;1;-18.1;-44.38
1;Cômoda;moveis;391,32;18,42;2023-01-30;Bruno Rodrigues;MG;4.0;cartao_credito;10;-18.1;-44.38
1;Boneca bebê;brinquedos;50,27;3,36;2020-06-16;João Souza;MG;1.0;boleto;1;-18.1;-44.38
1;Pandeiro;instrumentos musicais;53,20;3,36;2022-11-08;Bruno Rodrigues;DF;5.0;cartao_credito;5;-15.83;-47.86
1;Blocos de montar;brinquedos;41,98;2,52;2021-04-11;Lucas Oliveira;SP;4.0;cartao_credito;3;-22.19;-48.79
1;Bola de basquete;esporte e lazer;88,85;5,02;2021-02-04;Bruno Rodrigues;PE;5.0;cartao_credito;8;-8.38;-37.86
1;Dinossauro Rex;brinquedos;21,26;1,66;2020-07-12;Beatriz Moraes;SP;4.0;cartao_credito;2;-22.19;-48.79
1;Bicicleta;esporte e lazer;766,70;38,41;2020-05-05;Juliana Costa;RS;5.0;cartao_credito;4;-30.17;-53.5
1;Ciência de dados com python;livros;86,94;4,91;2021-03-20;Bianca Santos;SP;5.0;cupom;1;-22.19;-48.79
1;Modelagem preditiva;livros;87,34;2,24;2021-04-26;Lucas Oliveira;SP;3.0;cartao_credito;8;-22.19;-48.79
1;Sofá retrátil;moveis;940,84;50,39;2021-03-30;Thiago Silva;SC;5.0;cartao_credito;2;-27.45;-50.95
1;Sofá retrátil;moveis;930,32;47,12;2020-06-18;Rafael Costa;MG;5.0;cartao_credito;1;-18.1;-44.38
1;Cama king;moveis;1.092,57;55,76;2021-08-19;Larissa Alves;RJ;5.0;cartao_credito;1;-22.25;-42.66
1;Assistente virtual;eletronicos;303,65;19,33;2021-08-23;Bianca Santos;CE;1.0;cupom;1;-5.2;-39.53
1;Fogão;eletrodomesticos;563,04;30,26;2021-12-30;Beatriz Moraes;AL;5.0;cartao_credito;4;-9.62;-36.82
1;Assistente virtual;eletronicos;181,71;18,77;2021-03-25;Bianca Santos;SP;1.0;cartao_debito;1;-22.19;-48.79
1;Bola de basquete;esporte e lazer;69,35;1,28;2020-09-21;Juliana Costa;MG;4.0;cartao_credito;4;-18.1;-44.38
1;Jogo de copos;utilidades domesticas;59,30;3,69;2020-05-20;Bianca Santos;RJ;3.0;cartao_credito;1;-22.25;-42.66
1;Poltrona;moveis;254,47;13,84;2021-09-30;Lucas Oliveira;SP;4.0;cartao_credito;1;-22.19;-48.79
1;Blocos de montar;brinquedos;41,87;2,51;2020-05-16;Lucas Oliveira;MG;5.0;cartao_credito;5;-18.1;-44.38
1;Geladeira;eletrodomesticos;2.239,38;122,40;2021-05-13;Bruno Rodrigues;RJ;3.0;cartao_credito;5;-22.25;-42.66
1;Xadrez de madeira;brinquedos;29,93;0,00;2020-07-18;Pedro Gomes;SC;4.0;boleto;1;-27.45;-50.95
1;Cama box;moveis;610,44;30,09;2020-05-14;Lucas Oliveira;SP;4.0;cartao_credito;2;-22.19;-48.79
1;Jogo de panelas;utilidades domesticas;116,70;6,50;2022-03-30;Bianca Santos;SC;4.0;boleto;1;-27.45;-50.95
1;Smartwatch;eletronicos;287,36;12,89;2020-03-07;Beatriz Moraes;SP;5.0;cartao_credito;1;-22.19;-48.79
1;Mesa de jantar;moveis;426,37;20,29;2022-12-20;Lucas Oliveira;SP;5.0;cartao_credito;1;-22.19;-48.79
1;Iniciando em programação;livros;59,69;9,56;2020-09-03;Camila Ribeiro;SC;5.0;cartao_credito;3;-27.45;-50.95
1;Kit banquetas;moveis;356,61;19,52;2020-08-09;Beatriz Moraes;SP;5.0;boleto;1;-22.19;-48.79
1;Lavadora de roupas;eletrodomesticos;2.059,72;110,56;2020-05-31;Felipe Santos;MG;4.0;cartao_credito;3;-18.1;-44.38
1;Micro-ondas;eletrodomesticos;1.068,96;57,45;2020-06-08;Mariana Ferreira;SP;3.0;boleto;1;-22.19;-48.79
1;Assistente virtual;eletronicos;162,24;6,22;2021-07-23;Bianca Santos;SP;5.0;cupom;1;-22.19;-48.79
1;Xadrez de madeira;brinquedos;40,00;3,53;2020-01-30;Bruno Rodrigues;ES;5.0;cartao_credito;1;-19.19;-40.34
1;Guarda roupas;moveis;616,03;30,39;2022-01-16;Bianca Santos;SP;5.0;cartao_credito;7;-22.19;-48.79
1;Cadeira de escritório;moveis;432,38;20,61;2020-09-20;Thiago Silva;SP;5.0;cartao_credito;8;-22.19;-48.79
1;Tablet ABXY;eletronicos;1.886,81;101,00;2021-01-03;Bianca Santos;BA;4.0;cartao_credito;8;-13.29;-41.71
1;Pandeiro;instrumentos musicais;106,36;5,95;2022-12-20;Lucas Oliveira;PR;5.0;cartao_credito;1;-24.89;-51.55
1;Celular Plus X42;eletronicos;2.924,32;153,30;2021-05-07;Larissa Alves;RS;2.0;cartao_credito;1;-30.17;-53.5
1;Violão;instrumentos musicais;349,42;19,49;2023-02-23;Rafael Costa;SP;5.0;boleto;1;-22.19;-48.79
1;Geladeira;eletrodomesticos;3.227,68;172,75;2022-09-10;Pedro Gomes;SP;5.0;cartao_credito;2;-22.19;-48.79
1;Xadrez de madeira;brinquedos;49,19;3,51;2022-08-10;Thiago Silva;SP;4.0;cupom;1;-22.19;-48.79
1;Bicicleta;esporte e lazer;694,69;34,57;2020-09-08;Mariana Ferreira;SC;5.0;cartao_credito;3;-27.45;-50.95
1;Bola de basquete;esporte e lazer;78,97;1,79;2020-05-17;João Souza;RJ;4.0;cartao_credito;10;-22.25;-42.66
1;Secadora de roupas;eletrodomesticos;1.476,01;76,18;2021-07-06;Bianca Santos;RJ;5.0;cartao_credito;12;-22.25;-42.66
1;Copo térmico;esporte e lazer;46,16;0,00;2021-06-24;Larissa Alves;SP;5.0;cartao_credito;2;-22.19;-48.79
1;Fone de ouvido;eletronicos;193,05;10,81;2020-12-29;Isabella Pereira;SP;5.0;cartao_credito;8;-22.19;-48.79
1;Corda de pular;esporte e lazer;34,21;2,10;2022-11-02;Pedro Gomes;RS;5.0;cartao_credito;5;-30.17;-53.5
1;Modelagem preditiva;livros;86,33;2,18;2022-06-29;Juliana Costa;SP;5.0;cartao_credito;1;-22.19;-48.79
1;Xadrez de madeira;brinquedos;34,56;2,37;2022-01-30;Camila Ribeiro;SP;5.0;cartao_credito;1;-22.19;-48.79
1;Pandeiro;instrumentos musicais;125,87;4,29;2022-11-27;Isabella Pereira;SP;5.0;cartao_credito;4;-22.19;-48.79
1;Micro-ondas;eletrodomesticos;603,90;29,74;2022-10-01;Mariana Ferreira;MG;2.0;cartao_credito;7;-18.1;-44.38
1;Kit banquetas;moveis;437,67;26,47;2022-04-17;Mariana Ferreira;AL;5.0;cartao_credito;6;-9.62;-36.82
1;Pandeiro;instrumentos musicais;81,65;4,88;2021-12-08;Rafael Costa;MG;4.0;cartao_credito;3;-18.1;-44.38
1;Celular ABXY;eletronicos;1.200,60;64,21;2022-09-01;Camila Ribeiro;SP;5.0;cupom;1;-22.19;-48.79
